uid,username,followers_count,category_tid,category_name,last_video_date,video_count_12m,content_type,collected_at,source,data_quality
100247,游戏UP_020,67917,4,游戏,2024-12-12,47,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100248,游戏UP_021,91508,4,游戏,2025-03-07,126,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100249,游戏UP_022,73980,4,游戏,2024-11-20,188,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100250,游戏UP_023,61408,4,游戏,2025-01-08,127,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100251,游戏UP_024,133695,4,游戏,2024-11-24,7,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100252,游戏UP_025,10208,4,游戏,2025-08-24,132,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100253,游戏UP_026,53172,4,游戏,2025-05-27,177,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100254,游戏UP_027,317282,4,游戏,2025-01-28,153,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100255,游戏UP_028,3289,4,游戏,2025-05-13,120,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100256,游戏UP_029,22352,4,游戏,2025-09-27,51,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100257,游戏UP_030,10255,4,游戏,2024-11-06,117,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100258,游戏UP_031,36186,4,游戏,2025-07-29,192,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100259,游戏UP_032,50729,4,游戏,2025-05-23,162,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100260,游戏UP_033,78275,4,游戏,2025-06-08,16,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100261,游戏UP_034,30285,4,游戏,2025-06-13,67,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100262,游戏UP_035,413588,4,游戏,2025-08-21,108,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100263,游戏UP_036,12664,4,游戏,2024-11-08,6,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100264,游戏UP_037,163528,4,游戏,2025-02-03,82,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100265,游戏UP_038,64941,4,游戏,2025-04-25,91,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100266,游戏UP_039,44824,4,游戏,2025-02-19,139,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100267,游戏UP_040,4126,4,游戏,2024-11-16,106,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100268,游戏UP_041,13015,4,游戏,2025-08-23,149,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100269,游戏UP_042,337741,4,游戏,2024-12-30,25,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100270,游戏UP_043,74115,4,游戏,2025-06-12,140,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100271,游戏UP_044,5728,4,游戏,2024-11-18,178,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100272,游戏UP_045,70881,4,游戏,2025-05-24,185,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100273,游戏UP_046,150030,4,游戏,2025-06-15,138,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100274,游戏UP_047,30641,4,游戏,2025-03-14,9,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100275,游戏UP_048,381227,4,游戏,2025-08-16,104,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100276,游戏UP_049,319580,4,游戏,2025-09-24,156,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100277,游戏UP_050,10046,4,游戏,2024-12-14,118,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100278,游戏UP_051,216950,4,游戏,2025-07-31,99,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100279,游戏UP_052,117354,4,游戏,2025-07-28,16,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100280,游戏UP_053,105277,4,游戏,2025-02-28,59,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100281,游戏UP_054,11526,4,游戏,2025-05-21,131,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100282,游戏UP_055,102705,4,游戏,2025-07-11,115,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100283,游戏UP_056,27560,4,游戏,2024-12-24,188,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100284,游戏UP_057,19376,4,游戏,2025-10-10,179,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100285,游戏UP_058,35757,4,游戏,2025-02-16,174,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100286,游戏UP_059,185252,4,游戏,2025-02-02,173,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100287,游戏UP_060,51587,4,游戏,2025-03-16,144,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100288,游戏UP_061,214814,4,游戏,2024-11-28,117,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100289,游戏UP_062,38690,4,游戏,2025-06-13,119,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100290,游戏UP_063,76075,4,游戏,2025-11-04,21,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100291,游戏UP_064,16845,4,游戏,2025-10-13,151,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100292,游戏UP_065,138709,4,游戏,2025-04-23,182,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100293,游戏UP_066,267632,4,游戏,2025-05-12,113,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100294,游戏UP_067,15619,4,游戏,2025-05-12,75,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100295,游戏UP_068,96058,4,游戏,2025-05-14,162,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100296,游戏UP_069,406963,4,游戏,2025-02-25,94,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100297,游戏UP_070,19325,4,游戏,2025-07-11,156,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100298,游戏UP_071,19330,4,游戏,2025-01-10,59,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100299,游戏UP_072,37178,4,游戏,2025-10-12,33,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100300,游戏UP_073,125899,4,游戏,2025-01-30,195,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100301,游戏UP_074,135897,4,游戏,2025-06-02,28,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100302,游戏UP_075,130619,4,游戏,2024-12-29,195,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100303,游戏UP_076,230101,4,游戏,2025-06-08,162,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100304,游戏UP_077,223875,4,游戏,2024-12-07,4,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100305,游戏UP_078,66794,4,游戏,2024-12-06,158,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100306,游戏UP_079,31558,4,游戏,2025-06-08,118,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100307,游戏UP_080,199430,4,游戏,2025-02-17,150,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100308,游戏UP_081,94473,4,游戏,2025-05-07,70,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100309,游戏UP_082,108423,4,游戏,2025-02-02,134,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100310,游戏UP_083,41091,4,游戏,2025-07-01,40,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100311,游戏UP_084,165987,4,游戏,2025-02-20,187,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100312,游戏UP_085,19227,4,游戏,2025-08-31,120,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100313,游戏UP_086,34144,4,游戏,2025-04-04,95,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100314,游戏UP_087,15354,4,游戏,2024-12-20,131,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100315,游戏UP_088,17684,4,游戏,2025-08-04,89,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100316,游戏UP_089,25059,4,游戏,2025-06-26,170,游戏实况,2025-11-05 15:19:23,模拟数据,simulated
100317,知识UP_001,137136,36,知识,2025-05-21,27,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100318,知识UP_002,127638,36,知识,2025-05-22,11,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100319,知识UP_003,157478,36,知识,2025-09-20,195,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100320,知识UP_004,44125,36,知识,2025-06-20,26,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100321,知识UP_005,32930,36,知识,2025-02-27,180,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100322,知识UP_006,120527,36,知识,2025-09-04,8,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100323,知识UP_007,146576,36,知识,2025-05-30,72,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100324,知识UP_008,18200,36,知识,2025-04-18,93,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100325,知识UP_009,12789,36,知识,2025-05-20,52,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100326,知识UP_010,23221,36,知识,2025-02-07,168,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100327,知识UP_011,111759,36,知识,2025-05-11,7,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100328,知识UP_012,34299,36,知识,2025-01-08,57,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100329,知识UP_013,70217,36,知识,2025-08-20,94,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100330,知识UP_014,121133,36,知识,2025-03-06,97,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100331,知识UP_015,18080,36,知识,2025-05-09,167,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100332,知识UP_016,125193,36,知识,2025-02-06,87,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100333,知识UP_017,98904,36,知识,2025-10-26,41,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100334,知识UP_018,49330,36,知识,2025-01-05,156,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100335,知识UP_019,46708,36,知识,2025-04-02,46,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100336,知识UP_020,8177,36,知识,2025-10-08,35,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100337,知识UP_021,416709,36,知识,2025-05-07,178,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100338,知识UP_022,208566,36,知识,2025-02-06,124,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100339,知识UP_023,5950,36,知识,2024-11-28,162,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100340,知识UP_024,217926,36,知识,2025-11-01,112,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100341,知识UP_025,29228,36,知识,2025-01-26,197,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100342,知识UP_026,41053,36,知识,2024-12-23,50,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100343,知识UP_027,140994,36,知识,2025-05-06,126,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100344,知识UP_028,156605,36,知识,2025-02-15,162,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100345,知识UP_029,21256,36,知识,2025-08-23,73,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100346,知识UP_030,453882,36,知识,2024-12-11,119,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100347,知识UP_031,138070,36,知识,2025-09-06,167,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100348,知识UP_032,80819,36,知识,2025-07-12,180,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100349,知识UP_033,46514,36,知识,2024-11-20,101,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100350,知识UP_034,41026,36,知识,2025-09-17,77,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100351,知识UP_035,60535,36,知识,2025-03-26,194,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100352,知识UP_036,15674,36,知识,2024-12-04,195,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100353,知识UP_037,113239,36,知识,2025-08-16,186,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100354,知识UP_038,95390,36,知识,2025-05-26,31,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100355,知识UP_039,37686,36,知识,2025-07-08,42,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100356,知识UP_040,164266,36,知识,2025-01-24,163,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100357,知识UP_041,64153,36,知识,2025-05-29,43,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100358,知识UP_042,25303,36,知识,2025-04-04,51,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100359,知识UP_043,87995,36,知识,2025-05-29,159,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100360,知识UP_044,75411,36,知识,2025-01-20,145,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100361,知识UP_045,12017,36,知识,2025-09-09,104,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100362,知识UP_046,30018,36,知识,2025-03-01,5,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100363,知识UP_047,31296,36,知识,2025-08-11,57,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100364,知识UP_048,64592,36,知识,2025-09-12,110,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100365,知识UP_049,17011,36,知识,2025-10-16,122,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100366,知识UP_050,46947,36,知识,2025-07-29,92,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100367,知识UP_051,166856,36,知识,2024-12-26,107,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100368,知识UP_052,14342,36,知识,2025-01-28,28,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100369,知识UP_053,133081,36,知识,2025-08-13,199,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100370,知识UP_054,42879,36,知识,2024-11-10,53,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100371,知识UP_055,8136,36,知识,2025-08-27,67,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100372,知识UP_056,122169,36,知识,2024-12-22,72,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100373,知识UP_057,72175,36,知识,2025-01-24,24,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100374,知识UP_058,45054,36,知识,2025-04-22,197,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100375,知识UP_059,129440,36,知识,2025-02-21,5,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100376,知识UP_060,27063,36,知识,2025-04-02,35,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100377,知识UP_061,244809,36,知识,2025-08-31,135,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100378,知识UP_062,33013,36,知识,2025-06-15,153,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100379,知识UP_063,262359,36,知识,2025-09-08,185,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100380,知识UP_064,47650,36,知识,2025-05-26,64,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100381,知识UP_065,20869,36,知识,2025-04-06,63,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100382,知识UP_066,252448,36,知识,2025-06-14,54,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100383,知识UP_067,71353,36,知识,2025-05-14,183,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100384,知识UP_068,38122,36,知识,2024-12-06,160,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100385,知识UP_069,94663,36,知识,2025-03-30,140,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100386,知识UP_070,34260,36,知识,2024-12-16,185,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100387,知识UP_071,35098,36,知识,2025-04-26,48,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100388,知识UP_072,26446,36,知识,2025-07-10,43,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100389,知识UP_073,27008,36,知识,2025-08-15,137,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100390,知识UP_074,3368,36,知识,2024-11-08,160,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100391,知识UP_075,68336,36,知识,2025-08-20,180,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100392,知识UP_076,49244,36,知识,2025-05-29,171,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100393,知识UP_077,56273,36,知识,2025-06-10,148,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100394,知识UP_078,41694,36,知识,2025-08-22,192,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100395,知识UP_079,180114,36,知识,2025-10-02,111,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100396,知识UP_080,104871,36,知识,2024-12-31,191,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100397,知识UP_081,75352,36,知识,2025-03-01,143,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100398,知识UP_082,179178,36,知识,2025-05-22,194,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100399,知识UP_083,43488,36,知识,2025-09-13,87,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100400,知识UP_084,970316,36,知识,2025-07-19,183,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100401,知识UP_085,254887,36,知识,2025-07-11,97,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100402,知识UP_086,89282,36,知识,2024-12-18,160,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100403,知识UP_087,113666,36,知识,2024-11-29,102,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100404,知识UP_088,130123,36,知识,2024-12-28,127,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100405,知识UP_089,34431,36,知识,2025-05-08,22,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100406,知识UP_090,46547,36,知识,2025-06-10,161,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100407,知识UP_091,170354,36,知识,2025-10-06,8,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100408,知识UP_092,232521,36,知识,2025-04-21,103,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100409,知识UP_093,179532,36,知识,2024-12-30,59,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100410,知识UP_094,98232,36,知识,2025-06-16,89,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100411,知识UP_095,3603333,36,知识,2025-03-21,161,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100412,知识UP_096,76258,36,知识,2025-03-08,161,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100413,知识UP_097,133604,36,知识,2025-08-19,73,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100414,知识UP_098,20390,36,知识,2025-03-21,120,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100415,知识UP_099,36134,36,知识,2025-03-09,190,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100416,知识UP_100,31983,36,知识,2024-12-27,49,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100417,知识UP_101,66177,36,知识,2025-09-24,57,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100418,知识UP_102,31738,36,知识,2025-05-17,77,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100419,知识UP_103,94105,36,知识,2024-12-03,23,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100420,知识UP_104,54593,36,知识,2024-12-07,60,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100421,知识UP_105,857553,36,知识,2025-08-19,144,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100422,知识UP_106,42753,36,知识,2025-08-08,138,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100423,知识UP_107,157388,36,知识,2025-03-01,101,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100424,知识UP_108,70600,36,知识,2024-12-28,108,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100425,知识UP_109,220110,36,知识,2025-09-27,151,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100426,知识UP_110,7072,36,知识,2024-12-28,157,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100427,知识UP_111,112559,36,知识,2024-12-29,124,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100428,知识UP_112,31308,36,知识,2025-05-10,47,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100429,知识UP_113,74705,36,知识,2025-01-25,5,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100430,知识UP_114,42860,36,知识,2025-01-28,12,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100431,知识UP_115,121054,36,知识,2025-04-15,119,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100432,知识UP_116,8091,36,知识,2025-10-01,135,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100433,知识UP_117,55011,36,知识,2025-03-01,139,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100434,知识UP_118,9940,36,知识,2025-08-10,74,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100435,知识UP_119,35095,36,知识,2025-10-27,170,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100436,知识UP_120,26370,36,知识,2025-10-10,38,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100437,知识UP_121,21189,36,知识,2024-11-05,127,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100438,知识UP_122,219752,36,知识,2025-06-12,196,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100439,知识UP_123,324604,36,知识,2025-03-01,63,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100440,知识UP_124,103738,36,知识,2024-12-06,151,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100441,知识UP_125,90729,36,知识,2024-12-02,199,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100442,知识UP_126,224586,36,知识,2025-02-03,49,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100443,知识UP_127,108352,36,知识,2025-10-14,170,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100444,知识UP_128,40441,36,知识,2025-01-13,135,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100445,知识UP_129,35874,36,知识,2024-11-13,163,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100446,知识UP_130,33772,36,知识,2025-02-15,155,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100447,知识UP_131,23233,36,知识,2024-11-06,16,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100448,知识UP_132,51441,36,知识,2024-12-19,144,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100449,知识UP_133,179518,36,知识,2025-05-22,115,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100450,知识UP_134,309689,36,知识,2024-11-07,125,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100451,知识UP_135,30418,36,知识,2025-01-29,60,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100452,知识UP_136,7414,36,知识,2024-12-01,175,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100453,知识UP_137,64146,36,知识,2025-07-21,86,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100454,知识UP_138,96394,36,知识,2025-03-12,189,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100455,知识UP_139,32932,36,知识,2025-05-23,52,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100456,知识UP_140,28460,36,知识,2025-10-18,148,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100457,知识UP_141,43426,36,知识,2025-05-11,158,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100458,知识UP_142,3798,36,知识,2025-07-11,101,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100459,知识UP_143,295754,36,知识,2025-04-18,87,知识科普,2025-11-05 15:19:23,模拟数据,simulated
100460,科技UP_001,9856,188,科技,2025-05-31,158,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100461,科技UP_002,460525,188,科技,2025-10-09,10,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100462,科技UP_003,71337,188,科技,2025-05-17,50,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100463,科技UP_004,115675,188,科技,2025-08-11,129,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100464,科技UP_005,91758,188,科技,2025-09-16,187,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100465,科技UP_006,118327,188,科技,2025-07-04,25,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100466,科技UP_007,47259,188,科技,2025-02-07,93,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100467,科技UP_008,78003,188,科技,2024-12-20,176,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100468,科技UP_009,34651,188,科技,2025-07-18,183,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100469,科技UP_010,77706,188,科技,2025-02-26,155,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100470,科技UP_011,70827,188,科技,2025-01-18,95,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100471,科技UP_012,18182,188,科技,2025-06-03,77,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100472,科技UP_013,10429,188,科技,2025-02-04,33,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100473,科技UP_014,13121,188,科技,2025-08-24,33,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100474,科技UP_015,255112,188,科技,2025-10-18,153,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100475,科技UP_016,157489,188,科技,2025-09-24,53,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100476,科技UP_017,2630,188,科技,2025-08-12,1,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100477,科技UP_018,15205,188,科技,2025-09-16,74,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100478,科技UP_019,44842,188,科技,2025-09-24,128,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100479,科技UP_020,79282,188,科技,2025-04-10,55,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100480,科技UP_021,105043,188,科技,2025-05-27,84,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100481,科技UP_022,20033,188,科技,2025-09-11,111,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100482,科技UP_023,18178,188,科技,2024-11-07,167,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100483,科技UP_024,27906,188,科技,2025-09-12,129,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100484,科技UP_025,179222,188,科技,2025-02-05,192,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100485,科技UP_026,61520,188,科技,2025-06-07,119,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100486,科技UP_027,52158,188,科技,2025-09-06,24,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100487,科技UP_028,318940,188,科技,2025-03-09,94,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100488,科技UP_029,42576,188,科技,2025-07-28,145,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100489,科技UP_030,103189,188,科技,2025-07-15,79,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100490,科技UP_031,58841,188,科技,2025-03-13,81,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100491,科技UP_032,12117,188,科技,2025-10-17,126,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100492,科技UP_033,810915,188,科技,2025-05-27,189,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100493,科技UP_034,15049,188,科技,2025-08-28,57,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100494,科技UP_035,58420,188,科技,2025-01-03,176,科技评测,2025-11-05 15:19:23,模拟数据,simulated
100495,科技UP_036,4089,188,科技,2025-04-11,157,科技评测,2025-11-05 15:19:23,模拟数据,simulated
